genome	gtdb_taxopath	gtdb_fastani_reference	genbank_assembly
MMP09288068	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39		insdc.gca:GCA_003250535.1
MMP09288067	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__UBA2294		insdc.gca:GCA_003251315.1
MMP09288066	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3		insdc.gca:GCA_003250545.1
MMP09288065	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8		insdc.gca:GCA_003251335.1
MMP09288064	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__SZUA-584;g__SZUA-584		insdc.gca:GCA_003250565.1
MMP09288063	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta		insdc.gca:GCA_003250595.1
MMP09288062	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae		insdc.gca:GCA_003250625.1
MMP09288061	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales		insdc.gca:GCA_003250615.1
MMP09288060	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae		insdc.gca:GCA_003250655.1
MMP09288059	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio		insdc.gca:GCA_003250675.1
MMP09288058	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5		insdc.gca:GCA_003250695.1
MMP09288057	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__UBA6164		insdc.gca:GCA_003251355.1
MMP09288056	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae		insdc.gca:GCA_003250705.1
MMP09288055	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639		insdc.gca:GCA_003250725.1
MMP09288054	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae		insdc.gca:GCA_003251375.1
MMP09288053	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales		insdc.gca:GCA_003250755.1
MMP09288052	d__Bacteria;p__Bacteroidota;c__Rhodothermia		insdc.gca:GCA_003252215.1
MMP09288051	d__Bacteria;p__Proteobacteria		insdc.gca:GCA_003251385.1
MMP09288050	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium		insdc.gca:GCA_003251415.1
MMP09288049	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas		insdc.gca:GCA_003252175.1
MMP09288048	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__SZUA-500;g__SZUA-500;s__SZUA-500 sp003252195	gtdb:GCA_003252195.1	insdc.gca:GCA_003252195.1
MMP09288047	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__Thiohalobacteraceae;g__SZUA-186		insdc.gca:GCA_003251435.1
MMP09288046	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas sp003251455	gtdb:GCA_003251455.1	insdc.gca:GCA_003251455.1
MMP09288045	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae_A		insdc.gca:GCA_003251475.1
MMP09288044	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__SZUA-415		insdc.gca:GCA_003251495.1
MMP09288043	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum		insdc.gca:GCA_003251515.1
MMP09288042	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__SZUA-494;s__SZUA-494 sp003252225	gtdb:GCA_003252225.1	insdc.gca:GCA_003252225.1
MMP09288041	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__SZUA-493;s__SZUA-493 sp003251535	gtdb:GCA_003251535.1	insdc.gca:GCA_003251535.1
MMP09288040	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__SZUA-371		insdc.gca:GCA_003252235.1
MMP09288039	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160		insdc.gca:GCA_003251555.1
MMP09288038	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SZUA-309;s__SZUA-309 sp003247835	gtdb:GCA_003247835.1	insdc.gca:GCA_003252255.1
MMP09288037	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72		insdc.gca:GCA_003251565.1
MMP09288036	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus		insdc.gca:GCA_003251595.1
MMP09288035	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae		insdc.gca:GCA_003251615.1
MMP09288034	d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__GWC2-37-73;g__SZUA-486;s__SZUA-486 sp003251635	gtdb:GCA_003251635.1	insdc.gca:GCA_003251635.1
MMP09288033	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA12088;s__UBA12088 sp003252295	gtdb:GCA_003252295.1	insdc.gca:GCA_003252295.1
MMP09288032	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B		insdc.gca:GCA_003252305.1
MMP09288031	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae_B;g__SZUA-382		insdc.gca:GCA_003252315.1
MMP09288030	d__Bacteria;p__Deferrisomatota;c__Defferisomatia;o__Defferisomatales;f__BM512		insdc.gca:GCA_003251655.1
MMP09288029	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160		insdc.gca:GCA_003251675.1
MMP09288028	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter		insdc.gca:GCA_003251695.1
MMP09288027	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968		insdc.gca:GCA_003251715.1
MMP09288026	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__SZUA-242;f__SZUA-242;g__SZUA-242;s__SZUA-242 sp003235715	gtdb:GCA_003235715.1	insdc.gca:GCA_003251725.1
MMP09288025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__UBA1305		insdc.gca:GCA_003251755.1
MMP09288024	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio		insdc.gca:GCA_003252355.1
MMP09288023	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003252395	gtdb:GCA_003252395.1	insdc.gca:GCA_003252395.1
MMP09288022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Ruminiclostridiaceae_A;g__SZUA-474;s__SZUA-474 sp003251775	gtdb:GCA_003251775.1	insdc.gca:GCA_003251775.1
MMP09288021	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio sp003252375	gtdb:GCA_003252375.1	insdc.gca:GCA_003252375.1
MMP09288020	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__SZUA-472 sp003251795	gtdb:GCA_003251795.1	insdc.gca:GCA_003251795.1
MMP09288019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA10428;s__UBA10428 sp003252385	gtdb:GCA_003252385.1	insdc.gca:GCA_003252385.1
MMP09288018	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2699125		insdc.gca:GCA_003251805.1
MMP09288017	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170		insdc.gca:GCA_003251835.1
MMP09288016	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B		insdc.gca:GCA_003252435.1
MMP09288015	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__SZUA-467;s__SZUA-467 sp003252455	gtdb:GCA_003252455.1	insdc.gca:GCA_003252455.1
MMP09288014	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865		insdc.gca:GCA_003252475.1
MMP09288013	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae		insdc.gca:GCA_003251855.1
MMP09288012	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans		insdc.gca:GCA_003251895.1
MMP09288011	d__Bacteria;p__Dadabacteria;c__UBA1144		insdc.gca:GCA_003252465.1
MMP09288010	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885		insdc.gca:GCA_003251875.1
MMP09288009	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum		insdc.gca:GCA_003251915.1
MMP09288008	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__SZUA-500;g__SZUA-500		insdc.gca:GCA_003251935.1
MMP09288007	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei_A	gtdb:GCA_003251955.1	insdc.gca:GCA_003251955.1
MMP09288006	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae		insdc.gca:GCA_003251965.1
MMP09288005	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_B	gtdb:GCA_003251995.1	insdc.gca:GCA_003251995.1
MMP09288004	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__UBA6164		insdc.gca:GCA_003252015.1
MMP09288003	d__Bacteria;p__Delongbacteria;c__UBA4055;o__UBA4055;f__UBA4055;g__UBA4055;s__UBA4055 sp003252515	gtdb:GCA_003252515.1	insdc.gca:GCA_003252515.1
MMP09288002	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170		insdc.gca:GCA_003252035.1
MMP09288001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter postgatei_B	gtdb:GCA_003252055.1	insdc.gca:GCA_003252055.1
MMP09288000	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp003252075	gtdb:GCA_003252075.1	insdc.gca:GCA_003252075.1
MMP09287999	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__SZUA-451 sp003252535	gtdb:GCA_003252535.1	insdc.gca:GCA_003252535.1
MMP09287998	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria		insdc.gca:GCA_003252085.1
MMP09287997	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__Halarcobacter sp003252105	gtdb:GCA_003252105.1	insdc.gca:GCA_003252105.1
MMP09287996	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SZUA-448;s__SZUA-448 sp003252135	gtdb:GCA_003252135.1	insdc.gca:GCA_003252135.1
MMP09287995	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio restrictus_A	gtdb:GCA_003252145.1	insdc.gca:GCA_003252145.1
MMP09287994	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales		insdc.gca:GCA_003252575.1
MMP09287993	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579		insdc.gca:GCA_003245425.1
MMP09287992	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SZUA-444;s__SZUA-444 sp003246805	gtdb:GCA_003246805.1	insdc.gca:GCA_003246805.1
MMP09287991	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp003245395	gtdb:GCA_003245395.1	insdc.gca:GCA_003245395.1
MMP09287990	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__SZUA-442 sp003235475	gtdb:GCA_003235475.1	insdc.gca:GCA_003245435.1
MMP09287989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas		insdc.gca:GCA_003245475.1
MMP09287988	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__SZUA-320 sp003246755	gtdb:GCA_003246755.1	insdc.gca:GCA_003246755.1
MMP09287987	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__GCA-2748505		insdc.gca:GCA_003245485.1
MMP09287986	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003246765	gtdb:GCA_003246765.1	insdc.gca:GCA_003246765.1
MMP09287985	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix		insdc.gca:GCA_003245515.1
MMP09287984	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__Lenti-02;g__Lenti-02;s__Lenti-02 sp003245525	gtdb:GCA_003245525.1	insdc.gca:GCA_003245525.1
MMP09287983	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae		insdc.gca:GCA_003245595.1
MMP09287982	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae		insdc.gca:GCA_003245555.1
MMP09287981	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9		insdc.gca:GCA_003245615.1
MMP09287980	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004		insdc.gca:GCA_003246875.1
MMP09287979	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__4572-104;s__4572-104 sp003245625	gtdb:GCA_003245625.1	insdc.gca:GCA_003245625.1
MMP09287978	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__SZUA-430;s__SZUA-430 sp003246795	gtdb:GCA_003246795.1	insdc.gca:GCA_003246795.1
MMP09287977	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1573;s__UBA1573 sp003245575	gtdb:GCA_003245575.1	insdc.gca:GCA_003245575.1
MMP09287976	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae		insdc.gca:GCA_003246835.1
MMP09287975	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter_A;s__Ilyobacter_A polytropus	gtdb:GCA_003246855.1	insdc.gca:GCA_003246855.1
MMP09287974	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__UBA12037;s__UBA12037 sp003245635	gtdb:GCA_003245635.1	insdc.gca:GCA_003245635.1
MMP09287973	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__SZUA-425;s__SZUA-425 sp003245675	gtdb:GCA_003245675.1	insdc.gca:GCA_003245675.1
MMP09287972	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__SZUA-252		insdc.gca:GCA_003246885.1
MMP09287971	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__SZUA-423;s__SZUA-423 sp003246895	gtdb:GCA_003246895.1	insdc.gca:GCA_003246895.1
MMP09287970	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp003245695	gtdb:GCA_003245695.1	insdc.gca:GCA_003245695.1
MMP09287969	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__SZUA-567;f__SZUA-567;g__SZUA-421;s__SZUA-421 sp003245715	gtdb:GCA_003245715.1	insdc.gca:GCA_003245715.1
MMP09287968	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__SZUA-254		insdc.gca:GCA_003245725.1
MMP09287967	d__Bacteria;p__Dadabacteria;c__UBA1144		insdc.gca:GCA_003245755.1
MMP09287966	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas		insdc.gca:GCA_003245775.1
MMP09287965	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__Mangrovibacterium sp003246935	gtdb:GCA_003246935.1	insdc.gca:GCA_003246935.1
MMP09287964	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003245785	gtdb:GCA_003245785.1	insdc.gca:GCA_003245785.1
MMP09287963	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__SZUA-415;s__SZUA-415 sp003245815	gtdb:GCA_003245815.1	insdc.gca:GCA_003245815.1
MMP09287962	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__UBA9216;g__UBA9216;s__UBA9216 sp003245835	gtdb:GCA_003245835.1	insdc.gca:GCA_003245835.1
MMP09287961	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_N		insdc.gca:GCA_003245855.1
MMP09287960	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae		insdc.gca:GCA_003245905.1
MMP09287959	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__SZUA-411;s__SZUA-411 sp003245895	gtdb:GCA_003245895.1	insdc.gca:GCA_003245895.1
MMP09287958	d__Bacteria;p__Myxococcota;c__UBA6777		insdc.gca:GCA_003245915.1
MMP09287957	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3		insdc.gca:GCA_003246955.1
MMP09287956	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp003245875	gtdb:GCA_003245875.1	insdc.gca:GCA_003245875.1
MMP09287955	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales		insdc.gca:GCA_003245955.1
MMP09287954	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895		insdc.gca:GCA_003245975.1
MMP09287953	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103		insdc.gca:GCA_003246975.1
MMP09287952	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae		insdc.gca:GCA_003245995.1
MMP09287951	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219		insdc.gca:GCA_003246005.1
MMP09287950	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae_A;g__Prosthecomicrobium		insdc.gca:GCA_003246995.1
MMP09287949	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__SZUA-401;g__SZUA-401;s__SZUA-401 sp003246035	gtdb:GCA_003246035.1	insdc.gca:GCA_003246035.1
MMP09287948	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1		insdc.gca:GCA_003246055.1
MMP09287947	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067		insdc.gca:GCA_003247025.1
MMP09287946	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Pelobacter_B		insdc.gca:GCA_003246065.1
MMP09287945	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae		insdc.gca:GCA_003247015.1
MMP09287944	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Formivibrio		insdc.gca:GCA_003246095.1
MMP09287943	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae		insdc.gca:GCA_003247055.1
MMP09287942	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219		insdc.gca:GCA_003247095.1
MMP09287941	d__Bacteria;p__Deferrisomatota;c__Defferisomatia;o__Defferisomatales;f__Defferisomataceae		insdc.gca:GCA_003246115.1
MMP09287940	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5364		insdc.gca:GCA_003246125.1
MMP09287939	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055		insdc.gca:GCA_003246195.1
MMP09287938	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__SG8-40		insdc.gca:GCA_003246155.1
MMP09287937	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae		insdc.gca:GCA_003246175.1
MMP09287936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium haoranii_A	gtdb:GCA_003246205.1	insdc.gca:GCA_003246205.1
MMP09287935	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__SZUA-415		insdc.gca:GCA_003246185.1
MMP09287934	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464		insdc.gca:GCA_003247125.1
MMP09287933	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055		insdc.gca:GCA_003247075.1
MMP09287932	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002		insdc.gca:GCA_003247115.1
MMP09287931	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__Demequina lutea_A	gtdb:GCA_003246255.1	insdc.gca:GCA_003246255.1
MMP09287930	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae_B;g__SZUA-382;s__SZUA-382 sp003247135	gtdb:GCA_003247135.1	insdc.gca:GCA_003247135.1
MMP09287929	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__SZUA-381;s__SZUA-381 sp003247185	gtdb:GCA_003247185.1	insdc.gca:GCA_003247185.1
MMP09287928	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__SZUA-380;s__SZUA-380 sp003246265	gtdb:GCA_003246265.1	insdc.gca:GCA_003246265.1
MMP09287927	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales		insdc.gca:GCA_003246275.1
MMP09287926	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SZUA-378;s__SZUA-378 sp003246295	gtdb:GCA_003246295.1	insdc.gca:GCA_003246295.1
MMP09287925	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003246335	gtdb:GCA_003246335.1	insdc.gca:GCA_003246335.1
MMP09287924	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__BuS5;g__UBA11574;s__UBA11574 sp003486165	gtdb:GCA_003486165.1	insdc.gca:GCA_003247175.1
MMP09287923	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Malonomonas;s__Malonomonas rubra_A	gtdb:GCA_003247215.1	insdc.gca:GCA_003247215.1
MMP09287922	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823_A		insdc.gca:GCA_003246345.1
MMP09287921	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__UBA7703 sp003246365	gtdb:GCA_003246365.1	insdc.gca:GCA_003246365.1
MMP09287920	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae		insdc.gca:GCA_003246385.1
MMP09287919	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__SZUA-371;g__SZUA-371;s__SZUA-371 sp003246475	gtdb:GCA_003246475.1	insdc.gca:GCA_003246475.1
MMP09287918	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__SZUA-370;s__SZUA-370 sp003247225	gtdb:GCA_003247225.1	insdc.gca:GCA_003247225.1
MMP09287917	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae		insdc.gca:GCA_003246415.1
MMP09287916	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae_B;g__SZUA-368;s__SZUA-368 sp003246505	gtdb:GCA_003246505.1	insdc.gca:GCA_003246505.1
MMP09287915	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter		insdc.gca:GCA_003246435.1
